time,id,x,y,angle,speed,lane_id,acceleration
142,10,98.4,180.2830988,180,9.91819544,E5_1,1.833024531
142,100,101.6,183.568796,0,10.64796447,-E5_1,-4.411333633
142,101,98.4,25.50307232,180,0,E10_1,0
142,102,34.99861356,-1.6,90,12.02378237,-E18_1,0.399630129
142,103,10.50100371,201.6,270,0,-E2_1,0
142,104,201.6,189.4989967,0,0,-E4_1,0
142,105,101.6,272.9886002,0,6.924840043,-E24_1,-3.696533412
142,106,233.0041126,201.6,270,0,-E3_1,0
142,107,105.7819912,93.10331871,11.56057943,6.592115347,:J6_8_0,-0.157662486
142,108,87.00796361,-1.6,90,0,-E18_1,0
142,109,304.8,128.9432651,0,13.03338591,-E7_0,-0.089172431
142,11,118.5048061,201.6,270,0.761713842,-E1_1,-0.607412982
142,110,53.34965528,1.6,270,12.3737368,E18_1,-0.005238883
142,111,1.6,110.6287912,0,11.5985748,-E6_1,-0.654282199
142,112,75.71264006,98.4,90,1.666107714,E13_1,1.848192651
142,113,181.9974743,198.4,90,0.000745261,E1_1,-0.000570355
142,114,301.6,98.42807888,0,14.88492228,:J8_3_1,0.202016112
142,115,-1.6,10.56156445,180,6.506690121,E11_1,2.6
142,116,66.9958995,95.2,90,0,E13_0,0
142,117,95.2,146.8026454,180,13.73195909,E5_0,1.61843134
142,118,201.6,149.0496013,0,9.533484516,-E4_1,-3.609099076
142,119,59.49472974,95.2,90,0.000279198,E13_0,-0.000380729
142,120,-58.68152505,201.6,270,12.56341404,-E0_1,-0.16793413
142,121,1.6,25.51503422,0,11.12970425,-E11_1,2.441791973
142,122,1.6,89.57469217,0,9.191131592,-E11_1,-4.5
142,123,-0.904646071,105.5423162,172.0053129,0.086545151,:J7_2_0,-1.907412475
142,124,104.9465731,9.373988001,327.116945,6.858854245,:J11_3_0,0.269423176
142,125,119.1478447,301.6,270,11.67967825,-E22_1,-4.5
142,126,-1.6,43.50006322,180,12.94462389,E11_1,-2.205262953
142,128,10.50100985,101.6,270,0,-E13_1,0
142,129,-1.6,281.3106304,180,9.47661549,-E20_1,1.737024465
142,130,298.4,185.7223241,180,7.938396327,E7_1,2.158500223
142,131,201.6,172.5123965,0,2.233881157,-E4_1,-1.482767998
142,132,198.4,234.5972082,180,0.963807597,E23_1,-1.872827678
142,133,51.61240344,95.2,90,0.579207669,E13_0,-0.925675341
142,134,274.3090084,98.4,90,12.60916452,E15_1,-2.567010437
142,135,160.3958326,298.4,90,12.58062954,E22_1,1.347807932
142,136,254.5888415,1.6,270,10.99467045,E16_1,2.452904608
142,137,236.0503994,-4.8,90,8.476624445,-E16_0,2.32254085
142,138,169.8979912,101.6,270,7.31100205,-E14_1,2.108774052
142,139,77.6853336,304.8,270,4.583017649,-E21_0,1.742736822
142,140,81.1385698,1.6,270,3.300584021,E18_1,2.235150737
142,15,110.5010703,201.6,270,0.001250326,-E1_1,-0.011507818
142,17,127.598306,201.6,270,1.815701849,-E1_1,-0.781476022
142,25,146.4286502,201.6,270,1.475147002,-E1_1,1.060754232
142,45,89.4989983,95.2,90,0,E13_0,0
142,47,204.8,186.2076041,0,12.30600829,-E4_0,-0.013408475
142,48,81.99796381,95.2,90,0,E13_0,0
142,50,137.2025564,201.6,270,1.776747968,-E1_1,-0.496513334
142,52,174.4880966,198.4,90,0.009990962,E1_1,-0.015320566
142,54,198.4,218.9020328,180,0,E23_1,0
142,56,98.4,18.00203295,180,0,E10_1,0
142,57,96.3539392,100.0523635,73.90332053,4.995355279,:J6_15_0,2.079221171
142,58,288.8193937,198.4,90,8.919898412,E3_1,-0.567804074
142,59,98.4,10.5010057,180,0,E10_1,0
142,62,154.9739326,201.6,270,0.586958111,-E1_1,0.488346022
142,63,162.8566754,201.6,270,0.192899583,-E1_1,0.206473885
142,64,4.8,240.4154447,0,12.52189369,E20_0,-0.00249098
142,65,55.2568288,-1.6,90,12.13372295,-E18_1,0.103183402
142,67,201.6,49.51423957,0,12.67063673,-E9_1,0.717432788
142,70,170.4728898,201.6,270,0.056924346,-E1_1,0.081958015
142,71,195.2,155.4398511,180,12.91847392,E4_0,1.530633581
142,72,10.6245816,-1.6,97.76604728,8.433151919,-E18_1,0.25685121
142,74,201.6,181.7672181,0,0.273524588,-E4_1,-0.699294256
142,77,210.5010081,201.6,270,0,-E3_1,0
142,78,198.4,211.401005,180,0,E23_1,0
142,79,85.2705325,98.4,90,2.965269594,E13_1,1.487888447
142,80,166.9166393,198.4,90,0.082363915,E1_1,-0.147211162
142,83,74.49693365,95.2,90,0,E13_0,0
142,84,198.4,226.40307,180,0,E23_1,0
142,85,41.640325,98.4,90,4.808285117,E13_1,2.414299781
142,86,218.0020422,201.6,270,0,-E3_1,0
142,87,178.0041866,201.6,270,0.011231928,-E1_1,0.020367022
142,89,98.4,33.01601465,180,0.019638254,E10_1,-0.013742251
142,90,126.0586971,95.2,90,10.25544184,E14_0,1.994667501
142,91,147.0292822,1.6,270,12.04221554,E17_1,-0.695769323
142,93,189.4989931,198.4,90,0,E1_1,0
142,95,101.6,289.4928769,0,0.070495768,-E24_1,-3.515288754
142,97,225.503071,201.6,270,0,-E3_1,0
142,98,94.4600007,-0.904314415,82.00151184,0,:J11_8_0,0
142,99,165.8234437,1.6,270,11.64239621,E17_1,0.830160216
142.4,10,98.4,176.0097334,180,10.68341362,E5_1,1.91304544
142.4,100,101.6,187.1316236,0,8.907069121,-E5_1,-4.352238363
142.4,101,98.4,25.50307232,180,0,E10_1,0
142.4,102,39.78866733,-1.6,90,11.97513444,-E18_1,-0.121619818
142.4,103,10.50100371,201.6,270,0,-E2_1,0
142.4,104,201.6,189.4989967,0,0,-E4_1,0
142.4,105,101.6,275.4106652,0,6.055162471,-E24_1,-2.174193929
142.4,106,233.0041126,201.6,270,0,-E3_1,0
142.4,107,107.6832636,94.68995815,35.05968815,6.354581909,:J6_8_0,-0.593833593
142.4,108,87.00796361,-1.6,90,0,-E18_1,0
142.4,109,304.8,134.1383637,0,12.98774657,-E7_0,-0.114098341
142.4,11,118.3432485,201.6,270,0.40389397,-E1_1,-0.894549681
142.4,110,48.35532885,1.6,270,12.48581609,E18_1,0.280198214
142.4,111,1.6,115.2519998,0,11.55802167,-E6_1,-0.101382822
142.4,112,76.55896095,98.4,90,2.115802222,E13_1,1.124236269
142.4,113,181.9976772,198.4,90,0.000507317,E1_1,-0.00059486
142.4,114,301.6,104.4719683,0,15.1097236,:J8_3_1,0.562003304
142.4,115,-1.220654219,7.744579536,175.6382666,7.108810709,:J12_2_0,1.505301471
142.4,116,66.9958995,95.2,90,0,E13_0,0
142.4,117,95.2,141.422488,180,13.4503934,E5_0,-0.703914229
142.4,118,201.6,152.545139,0,8.738844265,-E4_1,-1.986600629
142.4,119,59.4947901,95.2,90,0.000150896,E13_0,-0.000320755
142.4,120,-63.82845469,201.6,270,12.8673241,-E0_1,0.75977515
142.4,121,1.6,30.22178199,0,11.76686942,-E11_1,1.592912933
142.4,122,2.437502805,92.35492722,9.849482417,7.391131592,:J7_6_0,-4.5
142.4,123,-0.852861365,105.1707449,171.8696498,0.937762647,:J7_12_0,2.12804374
142.4,124,104.8,12.06739064,350.736739,6.759142569,-E10_0,-0.24927919
142.4,125,115.1959734,301.6,270,9.879678251,-E22_1,-4.5
142.4,126,-1.6,38.44776507,180,12.63074539,E11_1,-0.784696254
142.4,128,10.50100985,101.6,270,0,-E13_1,0
142.4,129,-1.6,277.1479006,180,10.40682457,-E20_1,2.325522705
142.4,130,298.4,182.2008397,180,8.803711117,E7_1,2.163286975
142.4,131,201.6,173.1521136,0,1.599292921,-E4_1,-1.58647059
142.4,132,198.4,234.3718729,180,0.563338245,E23_1,-1.001173381
142.4,133,51.76397805,95.2,90,0.378936532,E13_0,-0.500677842
142.4,134,278.6326742,98.4,90,10.80916452,E15_1,-4.5
142.4,135,165.8404449,298.4,90,13.61153061,E22_1,2.57725269
142.4,136,249.879975,1.6,270,11.77216632,E16_1,1.943739676
142.4,137,239.6804966,-4.8,90,9.075243069,-E16_0,1.496546561
142.4,138,166.6326052,101.6,270,8.163464999,-E14_1,2.131157371
142.4,139,75.56355137,304.8,270,5.304455565,-E21_0,1.803594789
142.4,140,79.52942734,1.6,270,4.022856153,E18_1,1.805680331
142.4,142,-94.9,195.2,90,0,E0_0,0
142.4,15,110.5010111,201.6,270,0.000148025,-E1_1,-0.002755754
142.4,17,127.0491177,201.6,270,1.372970691,-E1_1,-1.106827896
142.4,25,145.8550321,201.6,270,1.434045312,-E1_1,-0.102754225
142.4,45,89.4989983,95.2,90,0,E13_0,0
142.4,48,81.99796381,95.2,90,0,E13_0,0
142.4,50,136.4831834,201.6,270,1.798432466,-E1_1,0.054211244
142.4,52,174.4914242,198.4,90,0.008318877,E1_1,-0.004180213
142.4,54,198.4,218.9020328,180,0,E23_1,0
142.4,56,98.4,18.00203295,180,0,E10_1,0
142.4,57,98.25081822,101.1904909,63.70248389,5.529439425,:J6_15_0,1.335210365
142.4,58,291.8218039,198.4,90,7.506025628,E3_1,-3.534681961
142.4,59,98.4,10.5010057,180,0,E10_1,0
142.4,62,154.6072384,201.6,270,0.91673556,-E1_1,0.824443622
142.4,63,162.7229456,201.6,270,0.33432445,-E1_1,0.353562168
142.4,64,4.8,245.4811783,0,12.66433399,E20_0,0.356100758
142.4,65,59.812856,-1.6,90,11.39006798,-E18_1,-1.859137425
142.4,67,201.6,54.43746513,0,12.30806392,-E9_1,-0.906432027
142.4,70,170.430516,201.6,270,0.105934539,-E1_1,0.122525484
142.4,71,195.2,150.0430924,180,13.49189675,E4_0,1.433557072
142.4,72,14.26995385,-1.6,91.83508268,9.113430618,-E18_1,1.700696747
142.4,74,201.6,181.8555203,0,0.220755536,-E4_1,-0.13192263
142.4,77,210.5010081,201.6,270,0,-E3_1,0
142.4,78,198.4,211.401005,180,0,E23_1,0
142.4,79,86.69485495,98.4,90,3.560806112,E13_1,1.488841297
142.4,80,166.9420876,198.4,90,0.06362085,E1_1,-0.046857663
142.4,83,74.49693365,95.2,90,0,E13_0,0
142.4,84,198.4,226.40307,180,0,E23_1,0
142.4,85,43.91174166,98.4,90,5.678541649,E13_1,2.175641329
142.4,86,218.0020422,201.6,270,0,-E3_1,0
142.4,87,177.9924896,201.6,270,0.029242394,-E1_1,0.045026166
142.4,89,98.4,33.01169433,180,0.010800799,E10_1,-0.022093637
142.4,90,130.5650945,95.2,90,11.26599348,E14_0,2.526379106
142.4,91,142.1519169,1.6,270,12.1934134,E17_1,0.377994655
142.4,93,189.4989931,198.4,90,0,E1_1,0
142.4,95,101.6,289.4986441,0,0.014417833,-E24_1,-0.140194837
142.4,97,225.503071,201.6,270,0,-E3_1,0
142.4,98,94.4600007,-0.904314415,82.00151184,0,:J11_8_0,0
142.4,99,161.1469142,1.6,270,11.69132382,E17_1,0.122319013
142.8,10,95.2,171.3639551,180,11.61444571,E5_0,2.327580244
142.8,100,101.546934,189.9707142,359.3914771,7.107069121,:J2_13_0,-4.5
142.8,101,98.4,25.50307232,180,0,E10_1,0
142.8,102,44.28416034,-1.6,90,11.23873252,-E18_1,-1.841004809
142.8,103,10.50100371,201.6,270,0,-E2_1,0
142.8,104,201.6,189.4989967,0,0,-E4_1,0
142.8,105,101.6,277.2867129,0,4.69011924,-E24_1,-3.412608079
142.8,106,233.0041126,201.6,270,0,-E3_1,0
142.8,107,110.2873465,95.18390664,66.65108482,6.679309159,:J6_8_0,0.811818125
142.8,108,87.00796361,-1.6,90,0,-E18_1,0
142.8,109,304.8,139.4621412,0,13.30944355,-E7_0,0.80424244
142.8,11,118.2175211,201.6,270,0.314318446,-E1_1,-0.22393881
142.8,110,43.40289387,1.6,270,12.38108744,E18_1,-0.261821616
142.8,111,1.6,119.9144676,0,11.65616946,-E6_1,0.245369457
142.8,112,77.61757619,98.4,90,2.646538114,E13_1,1.326839732
142.8,113,181.9978022,198.4,90,0.000312484,E1_1,-0.000487082
142.8,114,301.6,110.3722044,0,14.75059032,:J8_3_1,-0.897833205
142.8,115,-0.562526684,4.670877807,169.3652969,7.947927654,:J12_2_0,2.097792361
142.8,116,66.9958995,95.2,90,0,E13_0,0
142.8,117,95.2,135.8952253,180,13.81815686,E5_0,0.919408648
142.8,118,201.6,155.4954203,0,7.375703445,-E4_1,-3.407852048
142.8,119,59.49483071,95.2,90,0.000101529,E13_0,-0.000123419
142.8,120,-68.92108045,201.6,270,12.73156439,-E0_1,-0.339399272
142.8,121,1.6,35.23400969,0,12.53056926,-E11_1,1.909249617
142.8,122,4.646595256,94.12324546,37.61946823,7.233449663,:J7_6_0,-0.394204822
142.8,123,-0.485471623,104.5424527,168.690856,1.823328175,:J7_12_0,2.213913819
142.8,124,104.8,15.02961613,359.3992549,7.405563712,-E10_0,1.616052858
142.8,125,111.9641021,301.6,270,8.079678251,-E22_1,-4.5
142.8,126,-1.6,33.53567868,180,12.28021598,E11_1,-0.876323525
142.8,128,10.50100985,101.6,270,0,-E13_1,0
142.8,129,-1.6,272.7576692,180,10.97557857,-E20_1,1.421884987
142.8,130,298.4,178.4556893,180,9.362875919,E7_1,1.397912007
142.8,131,201.6,173.5552431,0,1.00782357,-E4_1,-1.478673378
142.8,132,198.4,234.2007984,180,0.427686195,E23_1,-0.339130125
142.8,133,51.85068996,95.2,90,0.216779773,E13_0,-0.405391896
142.8,134,282.23634,98.4,90,9.009164515,E15_1,-4.5
142.8,135,171.3900495,298.4,90,13.87401157,E22_1,0.656202397
142.8,136,244.915118,1.6,270,12.41214263,E16_1,1.599940773
142.8,137,243.5679513,-1.6,90,9.718636565,-E16_1,1.60848374
142.8,138,162.9669786,101.6,270,9.164066483,-E14_1,2.501503711
142.8,139,73.14548006,301.6,270,6.045178272,-E21_1,1.851806766
142.8,140,77.69090622,1.6,270,4.596302788,E18_1,1.433616587
142.8,142,-94.52892323,195.2,90,0.927691925,E0_0,2.319229813
142.8,15,110.5010111,201.6,270,0,-E1_1,-0.000370063
142.8,17,126.5910552,201.6,270,1.145156289,-E1_1,-0.569536005
142.8,25,145.1239863,201.6,270,1.827614359,-E1_1,0.983922619
142.8,45,89.4989983,95.2,90,0,E13_0,0
142.8,48,81.99796381,95.2,90,0,E13_0,0
142.8,50,135.8365039,201.6,270,1.616698854,-E1_1,-0.45433403
142.8,52,174.4931339,198.4,90,0.0042744,E1_1,-0.010111192
142.8,54,198.4,218.9020328,180,0,E23_1,0
142.8,56,98.4,18.00203295,180,0,E10_1,0
142.8,57,99.74209854,103.3034976,46.60676515,6.566604324,:J6_15_0,2.592912246
142.8,58,294.1186879,198.3259017,90.84992256,5.755169928,:J4_2_1,-4.377139249
142.8,59,98.4,10.5010057,180,0,E10_1,0
142.8,62,154.1641691,201.6,270,1.107673195,-E1_1,0.477344089
142.8,63,162.4844689,201.6,270,0.596191796,-E1_1,0.654668364
142.8,64,4.8,250.5673782,0,12.71549964,E20_0,0.127914116
142.8,65,63.80181671,-1.6,90,9.972401783,-E18_1,-3.5441655
142.8,67,201.6,59.38737206,0,12.37476733,-E9_1,0.166758539
142.8,70,170.3510378,201.6,270,0.198695287,-E1_1,0.231901871
142.8,71,195.2,144.7159573,180,13.31783792,E4_0,-0.435147062
142.8,72,18.12825314,-1.6,90,9.645748217,-E18_1,1.330793999
142.8,74,201.6,181.9083857,0,0.132163422,-E4_1,-0.221480285
142.8,77,210.5010081,201.6,270,0,-E3_1,0
142.8,78,198.4,211.401005,180,0,E23_1,0
142.8,79,88.21604873,98.4,90,3.802984446,E13_1,0.605445834
142.8,80,166.9582849,198.4,90,0.040493231,E1_1,-0.057819048
142.8,83,74.49693365,95.2,90,0,E13_0,0
142.8,84,198.4,226.40307,180,0,E23_1,0
142.8,85,46.40188796,98.4,90,6.225365764,E13_1,1.367060288
142.8,86,218.0020422,201.6,270,0,-E3_1,0
142.8,87,177.9699721,201.6,270,0.056293815,-E1_1,0.067628551
142.8,89,98.4,33.00914651,180,0.006369548,E10_1,-0.011078127
142.8,90,135.4748946,95.2,90,12.27450031,E14_0,2.521267069
142.8,91,137.2051561,1.6,270,12.36690183,E17_1,0.433721075
142.8,93,189.4989931,198.4,90,0,E1_1,0
142.8,95,101.6,289.4989532,0,0.000772874,-E24_1,-0.034112398
142.8,97,225.503071,201.6,270,0,-E3_1,0
142.8,98,94.4600007,-0.904314415,82.00151184,0,:J11_8_0,0
142.8,99,156.3589304,1.6,270,11.96995955,E17_1,0.696589341
143.2,10,95.2,166.3976598,180,12.4157382,E5_0,2.003231205
143.2,100,101.2447395,192.0818196,355.915476,5.330966646,:J2_13_0,-4.440256187
143.2,101,98.4,25.50307232,180,0,E10_1,0
143.2,102,48.42313785,-1.6,90,10.34744378,-E18_1,-2.228221844
143.2,103,10.50100371,201.6,270,0,-E2_1,0
143.2,104,201.6,189.4989967,0,0,-E4_1,0
143.2,105,101.6,278.6560351,0,3.423305622,-E24_1,-3.167034043
143.2,106,233.0040964,201.6,270,4.05275E-05,-E3_1,0.000101319
143.2,107,112.8036905,95.2,85.2420211,6.293674664,E14_0,-0.964086238
143.2,108,87.00796361,-1.6,90,0,-E18_1,0
143.2,109,304.8,144.7133761,0,13.12808731,-E7_0,-0.453390597
143.2,11,118.1386022,201.6,270,0.197297369,-E1_1,-0.292552693
143.2,110,38.43996649,1.6,270,12.40731846,E18_1,0.065577546
143.2,111,1.6,124.5323873,0,11.54479919,-E6_1,-0.278425666
143.2,112,78.92571032,98.4,90,3.270335311,E13_1,1.559492992
143.2,113,181.9978715,198.4,90,0.000173261,E1_1,-0.000348057
143.2,114,301.6,116.3353911,0,14.90796676,-E7_1,0.393441107
143.2,115,1.113019545,1.878300758,154.3905848,8.1404167,:J12_2_0,0.481222617
143.2,116,66.9958995,95.2,90,0,E13_0,0
143.2,117,95.2,130.4281133,180,13.66778,E5_0,-0.375942144
143.2,118,201.6,158.1265039,0,6.577708844,-E4_1,-1.994986504
143.2,119,59.49485394,95.2,90,5.80746E-05,E13_0,-0.000108636
143.2,120,-74.03732718,201.6,270,12.79061684,-E0_1,0.147631114
143.2,121,1.6,40.63977465,0,13.5144124,-E11_1,2.459607832
143.2,122,7.519695128,94.9381541,66.66450309,7.530575796,:J7_6_0,0.742815332
143.2,123,0.036736175,103.6721064,164.0497858,2.537036032,:J7_12_0,1.784269643
143.2,124,104.8,18.30902597,0,8.198524601,-E10_0,1.982402222
143.2,125,109.4597154,301.4654028,268.4550748,6.284663603,:J16_2_0,-4.48753662
143.2,126,-1.6,28.77447329,180,11.90301347,E11_1,-0.943006274
143.2,128,10.50100985,101.6,270,0,-E13_1,0
143.2,129,-1.6,267.9921682,180,11.91375256,-E20_1,2.345434975
143.2,130,298.4,174.4119097,180,10.10944901,E7_1,1.866432729
143.2,131,201.6,173.8702398,0,0.787491942,-E4_1,-0.550829071
143.2,132,198.4,234.0997785,180,0.252549847,E23_1,-0.437840871
143.2,133,51.89896464,95.2,90,0.120686695,E13_0,-0.240232695
143.2,134,285.1200058,98.4,90,7.209164515,E15_1,-4.5
143.2,135,176.9192925,298.4,90,13.82310744,E22_1,-0.12726032
143.2,136,239.5979171,1.6,270,13.29300214,E16_1,2.202148779
143.2,137,247.7491493,-1.6,90,10.45299511,-E16_1,1.83589637
143.2,138,158.9140705,101.6,270,10.13227039,-E14_1,2.420509764
143.2,139,70.42383532,301.6,270,6.804111867,-E21_1,1.897333989
143.2,140,75.53709646,1.6,270,5.3845244,E18_1,1.97055403
143.2,142,-93.87168983,195.2,90,1.643083493,E0_0,1.78847892
143.2,15,110.5010111,201.6,270,0,-E1_1,0
143.2,17,126.2790909,201.6,270,0.779910732,-E1_1,-0.913113893
143.2,25,144.4518385,201.6,270,1.680369398,-E1_1,-0.368112404
143.2,45,89.4989983,95.2,90,0,E13_0,0
143.2,48,81.99796381,95.2,90,0,E13_0,0
143.2,50,135.214485,201.6,270,1.555047081,-E1_1,-0.154129433
143.2,52,174.4945789,198.4,90,0.003612561,E1_1,-0.001654596
143.2,54,198.4,218.9020328,180,0,E23_1,0
143.2,56,98.4,18.00203295,180,0,E10_1,0
143.2,57,100.970681,105.9947671,27.1240327,7.515615944,:J6_15_0,2.372529051
143.2,58,296.4473128,197.6516123,98.76313135,6.171222293,:J4_2_1,1.040130912
143.2,59,98.4,10.5010057,180,0,E10_1,0
143.2,62,153.6289744,201.6,270,1.337986757,-E1_1,0.575783905
143.2,63,162.1741276,201.6,270,0.775853154,-E1_1,0.449153396
143.2,64,4.8,255.6436388,0,12.69065153,E20_0,-0.062120288
143.2,65,67.12394047,-1.6,90,8.305309408,-E18_1,-4.167730938
143.2,67,201.6,64.42389792,0,12.59131463,-E9_1,0.541368254
143.2,70,170.2155097,201.6,270,0.338820339,-E1_1,0.35031263
143.2,71,195.2,139.4847124,180,13.0781122,E4_0,-0.59931429
143.2,72,22.39215537,-1.6,90,10.65975558,-E18_1,2.5350184
143.2,74,201.6,181.9423327,0,0.084867592,-E4_1,-0.118239576
143.2,77,210.5010081,201.6,270,0,-E3_1,0
143.2,78,198.4,211.401005,180,0,E23_1,0
143.2,79,89.03696692,98.4,90,2.052295482,E13_1,-4.376722411
143.2,80,166.970627,198.4,90,0.030855153,E1_1,-0.024095195
143.2,83,74.49693365,95.2,90,0,E13_0,0
143.2,84,198.4,226.40307,180,0,E23_1,0
143.2,85,49.11294758,98.4,90,6.777649051,E13_1,1.380708216
143.2,86,218.0020422,201.6,270,0,-E3_1,0
143.2,87,177.9314426,201.6,270,0.096323651,-E1_1,0.100074591
143.2,89,98.4,33.00743315,180,0.004283392,E10_1,-0.00521539
143.2,90,140.7263994,95.2,90,13.1287619,E14_0,2.135653978
143.2,91,132.3744785,1.6,270,12.07669417,E17_1,-0.725519153
143.2,93,189.4989931,198.4,90,0,E1_1,0
143.2,95,101.6,289.4989989,0,0.00011412,-E24_1,-0.001646885
143.2,97,225.503071,201.6,270,0,-E3_1,0
143.2,98,94.4600007,-0.904314415,82.00151184,0,:J11_8_0,0
143.2,99,151.5380224,1.6,270,12.05226998,E17_1,0.205776073
143.6,10,95.2,161.1034973,180,13.23540632,E5_0,2.049170317
143.6,100,100.8838196,194.6048082,351.8563761,6.370966646,:J2_20_0,2.6
143.6,101,98.4,25.50307232,180,0,E10_1,0
143.6,102,51.99172626,-1.6,90,8.921471013,-E18_1,-3.564931917
143.6,103,10.50100371,201.6,270,0,-E2_1,0
143.6,104,201.6,189.4989967,0,0,-E4_1,0
143.6,105,104.8,279.6494425,0,2.483518454,-E24_0,-2.349467922
143.6,106,233.0040964,201.6,270,0,-E3_1,-0.000101319
143.6,107,115.674137,95.2,90,7.176116228,E14_0,2.20610391
143.6,108,87.00796361,-1.6,90,0,-E18_1,0
143.6,109,304.8,149.8596314,0,12.86563839,-E7_0,-0.656122299
143.6,11,118.0842895,201.6,270,0.135781663,-E1_1,-0.153789265
143.6,110,33.42664322,1.6,270,12.53330817,E18_1,0.314974278
143.6,111,1.6,129.1826562,0,11.62567228,-E6_1,0.202182712
143.6,112,79.86255084,98.4,90,2.342101312,E13_1,-2.320584997
143.6,113,181.997915,198.4,90,0.000108608,E1_1,-0.000161633
143.6,114,301.6,122.3855659,0,15.12543696,-E7_1,0.543675487
143.6,115,3.687524816,0.02748511,134.0416924,8.06243563,:J12_2_0,-0.194952675
143.6,116,66.9958995,95.2,90,0,E13_0,0
143.6,117,95.2,125.0861806,180,13.35483181,E5_0,-0.782370475
143.6,118,201.6,160.2965131,0,5.42502304,-E4_1,-2.88171451
143.6,119,59.49487045,95.2,90,4.12891E-05,E13_0,-4.19637E-05
143.6,120,-79.21831287,201.6,270,12.95246422,-E0_1,0.404618465
143.6,121,1.6,46.30845401,0,14.17169841,-E11_1,1.643215025
143.6,122,10.51440064,95.2,81.74540741,7.51911414,E13_0,-0.028654139
143.6,123,0.731762926,102.5137285,157.8095455,3.376640328,:J7_12_0,2.099010739
143.6,124,104.8,21.85129218,0,8.855665529,-E10_0,1.64285232
143.6,125,106.5590901,301.0501923,263.6763021,7.324663603,:J16_2_0,2.6
143.6,126,-1.6,24.07397867,180,11.75123655,E11_1,-0.3794423
143.6,128,10.50100985,101.6,270,0,-E13_1,0
143.6,129,-1.6,262.9516987,180,12.60117369,-E20_1,1.718552845
143.6,130,298.4,170.1170816,180,10.73707013,E7_1,1.569052797
143.6,131,201.6,174.0854992,0,0.53814843,-E4_1,-0.623358779
143.6,132,198.4,234.0265522,180,0.183065653,E23_1,-0.173710484
143.6,133,51.93471564,95.2,90,0.089377512,E13_0,-0.078272959
143.6,134,288.4196716,98.4,90,8.249164515,E15_1,2.6
143.6,135,181.9701033,298.4,90,12.62702702,E22_1,-2.990201073
143.6,136,233.9154969,1.6,270,14.2060506,E16_1,2.282621143
143.6,137,252.3264563,-1.6,90,11.44326753,-E16_1,2.475681042
143.6,138,154.5461482,101.6,270,10.91980574,-E14_1,1.96883839
143.6,139,67.46093567,301.6,270,7.407249127,-E21_1,1.507843151
143.6,140,73.15690162,1.6,270,5.950487098,E18_1,1.414906744
143.6,142,-92.89896818,195.2,90,2.431804129,E0_0,1.971801588
143.6,143,95.2,284.5,180,0,E24_0,0
143.6,15,110.5010111,201.6,270,0,-E1_1,0
143.6,17,126.0372527,201.6,270,0.604595301,-E1_1,-0.438288576
143.6,25,143.8220741,201.6,270,1.574411138,-E1_1,-0.264895649
143.6,45,89.4989983,95.2,90,0,E13_0,0
143.6,48,81.99796381,95.2,90,0,E13_0,0
143.6,50,134.7368188,201.6,270,1.19416574,-E1_1,-0.902203352
143.6,52,174.495313,198.4,90,0.001835015,E1_1,-0.004443864
143.6,54,198.4,218.9020328,180,0,E23_1,0
143.6,56,98.4,18.00203295,180,0,E10_1,0
143.6,57,101.4480865,109.3366055,11.59879585,8.438095217,:J6_15_0,2.306198181
143.6,58,297.9558566,195.940239,120.9599385,5.866325893,:J4_2_1,-0.762240999
143.6,59,98.4,10.5010057,180,0,E10_1,0
143.6,62,153.0263347,201.6,270,1.506599309,-E1_1,0.421531381
143.6,63,161.8277399,201.6,270,0.865969344,-E1_1,0.225290476
143.6,64,4.8,260.8472106,0,13.00892949,E20_0,0.795694903
143.6,65,69.99025902,-1.6,90,7.165796361,-E18_1,-2.848782618
143.6,67,201.6,69.43197549,0,12.52019393,-E9_1,-0.177801771
143.6,70,170.0128743,201.6,270,0.506588394,-E1_1,0.419420136
143.6,71,195.2,134.1303786,180,13.38583442,E4_0,0.769305533
143.6,72,26.9896383,-1.6,90,11.49370734,-E18_1,2.084879396
143.6,74,201.6,181.9637848,0,0.053630176,-E4_1,-0.078093539
143.6,77,210.5010081,201.6,270,0,-E3_1,0
143.6,78,198.4,211.401005,180,0,E23_1,0
143.6,79,89.46528973,98.4,90,1.070807036,E13_1,-2.453721115
143.6,80,166.9791956,198.4,90,0.021421437,E1_1,-0.023584291
143.6,83,74.49693365,95.2,90,0,E13_0,0
143.6,84,198.4,226.40307,180,0,E23_1,0
143.6,85,52.20505446,98.4,90,7.730267181,E13_1,2.381545327
143.6,86,218.0020422,201.6,270,0,-E3_1,0
143.6,87,177.851035,201.6,270,0.201018955,-E1_1,0.261738259
143.6,89,98.4,33.00613381,180,0.003248359,E10_1,-0.002587583
143.6,90,146.2058203,95.2,90,13.69855232,E14_0,1.424476048
143.6,91,127.5073719,1.6,270,12.16776647,E17_1,0.227680756
143.6,93,189.4989931,198.4,90,0,E1_1,0
143.6,95,101.6,289.4989989,0,0,-E24_1,-0.0002853
143.6,97,225.503071,201.6,270,0,-E3_1,0
143.6,98,94.4600007,-0.904314415,82.00151184,0,:J11_8_0,0
143.6,99,146.8327823,1.6,270,11.7631003,E17_1,-0.722924206
144,10,95.2,155.5237718,180,13.94931375,E5_0,1.784768562
144,100,99.45980037,197.1669994,339.5295037,7.372666902,:J2_20_0,2.504250642
